mask_file,mask_time,graphcast_time,year,t_idx,time_difference_hours,positive_nodes,positive_fraction,activation_file
2020-12-22T12:00:00.000000000.nc,2020-12-22 12:00:00,2020-12-22 12:00:00,2020,1309,0.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-22T12.npy
2020-12-22T15:00:00.000000000.nc,2020-12-22 15:00:00,2020-12-22 12:00:00,2020,1309,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-22T12.npy
2020-12-24T23:00:00.000000000.nc,2020-12-24 23:00:00,2020-12-25 00:00:00,2020,1319,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-25T00.npy
2020-12-25T21:00:00.000000000.nc,2020-12-25 21:00:00,2020-12-25 18:00:00,2020,1322,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-25T18.npy
2020-12-26T09:00:00.000000000.nc,2020-12-26 09:00:00,2020-12-26 06:00:00,2020,1324,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-26T06.npy
2020-12-26T10:00:00.000000000.nc,2020-12-26 10:00:00,2020-12-26 12:00:00,2020,1325,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-26T12.npy
2020-12-30T19:00:00.000000000.nc,2020-12-30 19:00:00,2020-12-30 18:00:00,2020,1342,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-30T18.npy
2020-12-31T07:00:00.000000000.nc,2020-12-31 07:00:00,2020-12-31 06:00:00,2020,1344,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-31T06.npy
2020-12-31T09:00:00.000000000.nc,2020-12-31 09:00:00,2020-12-31 06:00:00,2020,1344,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-12-31T06.npy
2021-01-03T05:00:00.000000000.nc,2021-01-03 05:00:00,2021-01-03 06:00:00,2021,1376,1.0,38,0.0009276890776817538,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0015_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-03T06.npy
2021-01-03T20:00:00.000000000.nc,2021-01-03 20:00:00,2021-01-03 18:00:00,2021,1378,2.0,22,0.0005370831502368048,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-03T18.npy
2021-01-05T23:00:00.000000000.nc,2021-01-05 23:00:00,2021-01-06 00:00:00,2021,1387,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-06T00.npy
2021-01-07T23:00:00.000000000.nc,2021-01-07 23:00:00,2021-01-08 00:00:00,2021,1395,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-08T00.npy
2021-01-10T16:00:00.000000000.nc,2021-01-10 16:00:00,2021-01-10 18:00:00,2021,1406,2.0,64,0.001562423709779796,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-10T18.npy
2021-01-14T01:00:00.000000000.nc,2021-01-14 01:00:00,2021-01-14 00:00:00,2021,1419,1.0,40,0.0009765148186123725,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-14T00.npy
2021-01-14T05:00:00.000000000.nc,2021-01-14 05:00:00,2021-01-14 06:00:00,2021,1420,1.0,22,0.0005370831502368048,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-14T06.npy
2021-01-14T22:00:00.000000000.nc,2021-01-14 22:00:00,2021-01-15 00:00:00,2021,1423,2.0,20,0.00048825740930618625,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-15T00.npy
2021-01-17T21:00:00.000000000.nc,2021-01-17 21:00:00,2021-01-17 18:00:00,2021,1434,3.0,50,0.0012206435232654655,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-17T18.npy
2021-01-18T16:00:00.000000000.nc,2021-01-18 16:00:00,2021-01-18 18:00:00,2021,1438,2.0,34,0.0008300375958205166,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-18T18.npy
2021-01-22T21:00:00.000000000.nc,2021-01-22 21:00:00,2021-01-22 18:00:00,2021,1454,3.0,53,0.0012938821346613935,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-22T18.npy
2021-01-24T14:00:00.000000000.nc,2021-01-24 14:00:00,2021-01-24 12:00:00,2021,1461,2.0,35,0.0008544504662858259,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-24T12.npy
2021-01-25T17:00:00.000000000.nc,2021-01-25 17:00:00,2021-01-25 18:00:00,2021,1466,1.0,20,0.00048825740930618625,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-25T18.npy
2021-01-27T01:00:00.000000000.nc,2021-01-27 01:00:00,2021-01-27 00:00:00,2021,1471,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-27T00.npy
2021-01-27T12:00:00.000000000.nc,2021-01-27 12:00:00,2021-01-27 12:00:00,2021,1473,0.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-27T12.npy
2021-01-27T13:00:00.000000000.nc,2021-01-27 13:00:00,2021-01-27 12:00:00,2021,1473,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-27T12.npy
2021-01-29T02:00:00.000000000.nc,2021-01-29 02:00:00,2021-01-29 00:00:00,2021,1479,2.0,49,0.0011962306528001563,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-01-29T00.npy
2021-02-01T04:00:00.000000000.nc,2021-02-01 04:00:00,2021-02-01 06:00:00,2021,1492,2.0,65,0.0015868365802451053,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-01T06.npy
2021-02-02T03:00:00.000000000.nc,2021-02-02 03:00:00,2021-02-02 00:00:00,2021,1495,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-02T00.npy
2021-02-03T19:00:00.000000000.nc,2021-02-03 19:00:00,2021-02-03 18:00:00,2021,1502,1.0,74,0.001806552414432889,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-03T18.npy
2021-02-06T15:00:00.000000000.nc,2021-02-06 15:00:00,2021-02-06 12:00:00,2021,1513,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-06T12.npy
2021-02-09T05:00:00.000000000.nc,2021-02-09 05:00:00,2021-02-09 06:00:00,2021,1524,1.0,67,0.0016356623211757238,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-09T06.npy
2021-02-09T17:00:00.000000000.nc,2021-02-09 17:00:00,2021-02-09 18:00:00,2021,1526,1.0,55,0.0013427078755920121,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-09T18.npy
2021-02-10T06:00:00.000000000.nc,2021-02-10 06:00:00,2021-02-10 06:00:00,2021,1528,0.0,75,0.0018309652848981983,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-10T06.npy
2021-02-10T12:00:00.000000000.nc,2021-02-10 12:00:00,2021-02-10 12:00:00,2021,1529,0.0,24,0.0005859088911674235,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-10T12.npy
2021-02-10T18:00:00.000000000.nc,2021-02-10 18:00:00,2021-02-10 18:00:00,2021,1530,0.0,57,0.0013915336165226308,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-10T18.npy
2021-02-11T11:00:00.000000000.nc,2021-02-11 11:00:00,2021-02-11 12:00:00,2021,1533,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-11T12.npy
2021-02-12T05:00:00.000000000.nc,2021-02-12 05:00:00,2021-02-12 06:00:00,2021,1536,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-12T06.npy
2021-02-13T00:00:00.000000000.nc,2021-02-13 00:00:00,2021-02-13 00:00:00,2021,1539,0.0,20,0.00048825740930618625,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-13T00.npy
2021-02-15T09:00:00.000000000.nc,2021-02-15 09:00:00,2021-02-15 06:00:00,2021,1548,3.0,47,0.0011474049118695376,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-15T06.npy
2021-02-16T15:00:00.000000000.nc,2021-02-16 15:00:00,2021-02-16 12:00:00,2021,1553,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-16T12.npy
2021-02-17T03:00:00.000000000.nc,2021-02-17 03:00:00,2021-02-17 00:00:00,2021,1555,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-17T00.npy
2021-02-17T17:00:00.000000000.nc,2021-02-17 17:00:00,2021-02-17 18:00:00,2021,1558,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-17T18.npy
2021-02-28T08:00:00.000000000.nc,2021-02-28 08:00:00,2021-02-28 06:00:00,2021,1600,2.0,72,0.0017577266735022705,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-02-28T06.npy
2021-03-04T19:00:00.000000000.nc,2021-03-04 19:00:00,2021-03-04 18:00:00,2021,1618,1.0,55,0.0013427078755920121,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-04T18.npy
2021-03-06T11:00:00.000000000.nc,2021-03-06 11:00:00,2021-03-06 12:00:00,2021,1625,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-06T12.npy
2021-03-10T06:00:00.000000000.nc,2021-03-10 06:00:00,2021-03-10 06:00:00,2021,1640,0.0,37,0.0009032762072164445,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-10T06.npy
2021-03-11T00:00:00.000000000.nc,2021-03-11 00:00:00,2021-03-11 00:00:00,2021,1643,0.0,24,0.0005859088911674235,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-11T00.npy
2021-03-12T00:00:00.000000000.nc,2021-03-12 00:00:00,2021-03-12 00:00:00,2021,1647,0.0,14,0.00034178018651433037,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-12T00.npy
2021-03-14T05:00:00.000000000.nc,2021-03-14 05:00:00,2021-03-14 06:00:00,2021,1656,1.0,30,0.0007323861139592793,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-14T06.npy
2021-03-15T20:00:00.000000000.nc,2021-03-15 20:00:00,2021-03-15 18:00:00,2021,1662,2.0,27,0.0006591475025633514,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-15T18.npy
2021-03-16T00:00:00.000000000.nc,2021-03-16 00:00:00,2021-03-16 00:00:00,2021,1663,0.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-16T00.npy
2021-03-16T08:00:00.000000000.nc,2021-03-16 08:00:00,2021-03-16 06:00:00,2021,1664,2.0,17,0.0004150187979102583,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-16T06.npy
2021-03-17T03:00:00.000000000.nc,2021-03-17 03:00:00,2021-03-17 00:00:00,2021,1667,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-17T00.npy
2021-03-18T01:00:00.000000000.nc,2021-03-18 01:00:00,2021-03-18 00:00:00,2021,1671,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-18T00.npy
2021-03-23T04:00:00.000000000.nc,2021-03-23 04:00:00,2021-03-23 06:00:00,2021,1692,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-23T06.npy
2021-03-26T08:00:00.000000000.nc,2021-03-26 08:00:00,2021-03-26 06:00:00,2021,1704,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-26T06.npy
2021-03-26T09:00:00.000000000.nc,2021-03-26 09:00:00,2021-03-26 06:00:00,2021,1704,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-26T06.npy
2021-03-28T11:00:00.000000000.nc,2021-03-28 11:00:00,2021-03-28 12:00:00,2021,1713,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-28T12.npy
2021-03-28T15:00:00.000000000.nc,2021-03-28 15:00:00,2021-03-28 12:00:00,2021,1713,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-28T12.npy
2021-03-30T08:00:00.000000000.nc,2021-03-30 08:00:00,2021-03-30 06:00:00,2021,1720,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-03-30T06.npy
2021-04-04T01:00:00.000000000.nc,2021-04-04 01:00:00,2021-04-04 00:00:00,2021,1739,1.0,51,0.0012450563937307748,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-04T00.npy
2021-04-04T05:00:00.000000000.nc,2021-04-04 05:00:00,2021-04-04 06:00:00,2021,1740,1.0,77,0.001879791025828817,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-04T06.npy
2021-04-08T16:00:00.000000000.nc,2021-04-08 16:00:00,2021-04-08 18:00:00,2021,1758,2.0,77,0.001879791025828817,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-08T18.npy
2021-04-08T19:00:00.000000000.nc,2021-04-08 19:00:00,2021-04-08 18:00:00,2021,1758,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-08T18.npy
2021-04-09T00:00:00.000000000.nc,2021-04-09 00:00:00,2021-04-09 00:00:00,2021,1759,0.0,40,0.0009765148186123725,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-09T00.npy
2021-04-09T07:00:00.000000000.nc,2021-04-09 07:00:00,2021-04-09 06:00:00,2021,1760,1.0,29,0.00070797324349397,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-09T06.npy
2021-04-10T01:00:00.000000000.nc,2021-04-10 01:00:00,2021-04-10 00:00:00,2021,1763,1.0,12,0.00029295444558371175,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-10T00.npy
2021-04-10T13:00:00.000000000.nc,2021-04-10 13:00:00,2021-04-10 12:00:00,2021,1765,1.0,36,0.0008788633367511352,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-10T12.npy
2021-04-14T06:00:00.000000000.nc,2021-04-14 06:00:00,2021-04-14 06:00:00,2021,1780,0.0,25,0.0006103217616327327,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-14T06.npy
2021-04-14T08:00:00.000000000.nc,2021-04-14 08:00:00,2021-04-14 06:00:00,2021,1780,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-14T06.npy
2021-04-14T22:00:00.000000000.nc,2021-04-14 22:00:00,2021-04-15 00:00:00,2021,1783,2.0,44,0.0010741663004736096,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-15T00.npy
2021-04-18T00:00:00.000000000.nc,2021-04-18 00:00:00,2021-04-18 00:00:00,2021,1795,0.0,104,0.0025389385283921683,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-18T00.npy
2021-04-19T04:00:00.000000000.nc,2021-04-19 04:00:00,2021-04-19 06:00:00,2021,1800,2.0,59,0.0014403593574532493,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-19T06.npy
2021-04-19T18:00:00.000000000.nc,2021-04-19 18:00:00,2021-04-19 18:00:00,2021,1802,0.0,58,0.00141594648698794,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-19T18.npy
2021-04-20T05:00:00.000000000.nc,2021-04-20 05:00:00,2021-04-20 06:00:00,2021,1804,1.0,48,0.001171817782334847,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-20T06.npy
2021-04-20T21:00:00.000000000.nc,2021-04-20 21:00:00,2021-04-20 18:00:00,2021,1806,3.0,54,0.0013182950051267028,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-20T18.npy
2021-04-29T16:00:00.000000000.nc,2021-04-29 16:00:00,2021-04-29 18:00:00,2021,1842,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-29T18.npy
2021-04-30T13:00:00.000000000.nc,2021-04-30 13:00:00,2021-04-30 12:00:00,2021,1845,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-30T12.npy
2021-04-30T18:00:00.000000000.nc,2021-04-30 18:00:00,2021-04-30 18:00:00,2021,1846,0.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-04-30T18.npy
2021-04-30T23:00:00.000000000.nc,2021-04-30 23:00:00,2021-05-01 00:00:00,2021,1847,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-01T00.npy
2021-05-02T22:00:00.000000000.nc,2021-05-02 22:00:00,2021-05-03 00:00:00,2021,1855,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-03T00.npy
2021-05-03T21:00:00.000000000.nc,2021-05-03 21:00:00,2021-05-03 18:00:00,2021,1858,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-03T18.npy
2021-05-04T12:00:00.000000000.nc,2021-05-04 12:00:00,2021-05-04 12:00:00,2021,1861,0.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-04T12.npy
2021-05-04T22:00:00.000000000.nc,2021-05-04 22:00:00,2021-05-05 00:00:00,2021,1863,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-05T00.npy
2021-05-06T03:00:00.000000000.nc,2021-05-06 03:00:00,2021-05-06 00:00:00,2021,1867,3.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-06T00.npy
2021-05-07T06:00:00.000000000.nc,2021-05-07 06:00:00,2021-05-07 06:00:00,2021,1872,0.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-07T06.npy
2021-05-10T04:00:00.000000000.nc,2021-05-10 04:00:00,2021-05-10 06:00:00,2021,1884,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-10T06.npy
2021-05-10T13:00:00.000000000.nc,2021-05-10 13:00:00,2021-05-10 12:00:00,2021,1885,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-10T12.npy
2021-05-10T14:00:00.000000000.nc,2021-05-10 14:00:00,2021-05-10 12:00:00,2021,1885,2.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-10T12.npy
2021-05-12T17:00:00.000000000.nc,2021-05-12 17:00:00,2021-05-12 18:00:00,2021,1894,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-12T18.npy
2021-05-13T17:00:00.000000000.nc,2021-05-13 17:00:00,2021-05-13 18:00:00,2021,1898,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-13T18.npy
2021-05-14T23:00:00.000000000.nc,2021-05-14 23:00:00,2021-05-15 00:00:00,2021,1903,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-15T00.npy
2021-05-16T20:00:00.000000000.nc,2021-05-16 20:00:00,2021-05-16 18:00:00,2021,1910,2.0,34,0.0008300375958205166,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-16T18.npy
2021-05-18T17:00:00.000000000.nc,2021-05-18 17:00:00,2021-05-18 18:00:00,2021,1918,1.0,16,0.000390605927444949,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-18T18.npy
2021-05-20T13:00:00.000000000.nc,2021-05-20 13:00:00,2021-05-20 12:00:00,2021,1925,1.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-20T12.npy
2021-05-20T18:00:00.000000000.nc,2021-05-20 18:00:00,2021-05-20 18:00:00,2021,1926,0.0,0,0.0,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-20T18.npy
2021-05-25T00:00:00.000000000.nc,2021-05-25 00:00:00,2021-05-25 00:00:00,2021,1943,0.0,54,0.0013182950051267028,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-25T00.npy
2021-05-25T23:00:00.000000000.nc,2021-05-25 23:00:00,2021-05-26 00:00:00,2021,1947,1.0,41,0.0010009276890776818,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-26T00.npy
2021-05-26T01:00:00.000000000.nc,2021-05-26 01:00:00,2021-05-26 00:00:00,2021,1947,1.0,68,0.0016600751916410331,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-26T00.npy
2021-05-26T05:00:00.000000000.nc,2021-05-26 05:00:00,2021-05-26 06:00:00,2021,1948,1.0,59,0.0014403593574532493,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-26T06.npy
2021-05-26T07:00:00.000000000.nc,2021-05-26 07:00:00,2021-05-26 06:00:00,2021,1948,1.0,80,0.001953029637224745,/share/prj-4d/graphcast_shared/data/graphcast_activation_2021/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2021-05-26T06.npy
